"ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
11267,0.0000,0.0000,0.0000,0.00904,0.00904,0.00904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.00904,0.00904,0.00904,0.0000,0.0000,0.0000,0.0000,0.0000
11269,0.0000,,0.0000,0.0370173,,0.0370173,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0370173,,0.0370173,0.0000,,0.0000,,0.0000
11270,65.4119,0.0000,65.4119,0.189763,0.187391,0.189763,0.0467228,0.0000,0.0467228,9.19319,0.0000,9.19319,0.206879,0.0000,0.206879,44.4375,45.0000,0.189763,0.187391,0.189763,65.4119,0.0000,65.4119,0.0000,65.4119
11272,167.1412,1084.5520,1251.6932,0.0709511,0.077502,0.077502,0.0417853,0.271138,0.271138,12.7064,82.4498,95.1562,0.197647,1.40092,1.59856,64.2883,58.8542,0.0709511,0.077502,0.077502,167.1412,1084.5520,167.1412,1084.5520,1251.6932
11274,120.8617,39.6000,160.4617,0.113031,0.110882,0.113031,0.0863298,0.0282857,0.0863298,9.98185,3.27052,13.2524,0.227685,0.0731821,0.300867,43.8406,44.6902,0.113031,0.110882,0.113031,120.8617,39.6000,120.8617,39.6000,160.4617
11276,39.6000,120.8617,160.4617,0.0789408,0.0804706,0.0804706,0.0282857,0.0863298,0.0863298,2.3284,7.10643,9.43483,0.0521009,0.162097,0.214198,44.6902,43.8406,0.0789408,0.0804706,0.0804706,39.6000,120.8617,39.6000,120.8617,160.4617
11278,0.0000,,0.0000,0.0380427,,0.0380427,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0380427,,0.0380427,0.0000,,0.0000,,0.0000
11279,167.1412,1084.5520,1251.6932,0.0709501,0.077501,0.077501,0.0417853,0.271138,0.271138,12.7062,82.4487,95.1550,0.197645,1.4009,1.59854,64.2882,58.8542,0.0709501,0.077501,0.077501,167.1412,1084.5520,167.1412,1084.5520,1251.6932
11281,0.0000,0.0000,0.0000,0.262444,0.262444,0.262444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.262444,0.262444,0.262444,0.0000,0.0000,0.0000,0.0000,0.0000
11283,0.0000,170.6238,170.6238,0.0816693,0.0849361,0.0849361,0.0000,0.121874,0.121874,0.0000,10.4511,10.4511,0.0000,0.241535,0.241535,45.0000,43.2692,0.0816693,0.0849361,0.0849361,0.0000,170.6238,0.0000,170.6238,170.6238
11285,170.6238,0.0000,170.6238,0.0691184,0.06646,0.0691184,0.121874,0.0000,0.121874,8.50474,0.0000,8.50474,0.196554,0.0000,0.196554,43.2692,45.0000,0.0691184,0.06646,0.0691184,170.6238,0.0000,170.6238,0.0000,170.6238
11287,0.0000,0.0000,0.0000,0.132041,0.132041,0.132041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.132041,0.132041,0.132041,0.0000,0.0000,0.0000,0.0000,0.0000
11289,29.0588,125.8509,154.9097,0.32769,0.335185,0.335185,0.0207563,0.0898935,0.0898935,7.10772,30.7829,37.8906,0.158705,0.703055,0.861759,44.7859,43.7845,0.32769,0.335185,0.335185,29.0588,125.8509,29.0588,125.8509,154.9097
11291,12.0000,49.1712,61.1712,0.185924,0.187286,0.187286,0.00857143,0.0351223,0.0351223,1.67056,6.84527,8.51582,0.0371849,0.153484,0.190669,44.9257,44.5991,0.185924,0.187286,0.187286,12.0000,49.1712,12.0000,49.1712,61.1712
11293,1065.5112,88.8000,1154.3112,0.203668,0.185737,0.203668,0.266378,0.0222,0.266378,213.2908,17.7757,231.0666,3.61685,0.27489,3.89174,58.9715,64.6648,0.203668,0.185737,0.203668,1065.5112,88.8000,1065.5112,88.8000,1154.3112
11295,3,133.7712,136.7712,0.0761719,0.0784226,0.0784226,0.00214286,0.0955508,0.0955508,0.171333,7.63981,7.81114,0.00380859,0.174845,0.178653,44.9859,43.6948,0.0761719,0.0784226,0.0784226,3,133.7712,3,133.7712,136.7712
11297,167.1412,1084.5520,1251.6932,0.0724033,0.0790883,0.0790883,0.0417853,0.271138,0.271138,12.9665,84.1374,97.1039,0.201693,1.42959,1.63128,64.2882,58.8542,0.0724033,0.0790883,0.0790883,167.1412,1084.5520,167.1412,1084.5520,1251.6932
11299,28.9718,7.2,36.1718,0.167976,0.16733,0.167976,0.0206941,0.00514286,0.0206941,3.63263,0.902772,4.5354,0.0811097,0.0200796,0.101189,44.7866,44.9597,0.167976,0.16733,0.167976,28.9718,7.2,28.9718,7.2,36.1718
11301,70.5412,294.3884,364.9296,0.214554,0.218381,0.218381,0.0176353,0.0735971,0.0735971,16.3319,68.1577,84.4896,0.252248,1.07148,1.32373,64.7454,63.6109,0.214554,0.218381,0.218381,70.5412,294.3884,70.5412,294.3884,364.9296
11303,194.3433,,194.3433,0.14174,,0.14174,0.0485858,,0.0485858,29.4510,,29.4510,0.459103,,0.459103,64.1489,,0.14174,,0.14174,194.3433,,194.3433,,194.3433
11304,1913.2030,,1913.2030,0.0933305,,0.0933305,0.478301,,0.478301,160.3513,,160.3513,2.976,,2.976,53.8814,,0.0933305,,0.0933305,1913.2030,,1913.2030,,1913.2030
11305,28.2000,27.6000,55.8000,0.110025,0.110012,0.110025,0.0201429,0.0197143,0.0201429,2.31635,2.26706,4.58341,0.0517118,0.0506056,0.102317,44.7934,44.7986,0.110025,0.110012,0.110025,28.2000,27.6000,28.2000,27.6000,55.8000
11307,0.0000,0.0000,0.0000,0.105495,0.105495,0.105495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.105495,0.105495,0.105495,0.0000,0.0000,0.0000,0.0000,0.0000
11309,70.5412,294.3884,364.9296,0.231132,0.235254,0.235254,0.0176353,0.0735971,0.0735971,17.5938,73.4240,91.0178,0.271739,1.15427,1.42601,64.7454,63.6109,0.231132,0.235254,0.235254,70.5412,294.3884,70.5412,294.3884,364.9296
11311,24.0000,3.6,27.6000,0.118107,0.117706,0.118107,0.0171429,0.00257143,0.0171429,2.11788,0.317682,2.43556,0.0472429,0.00706235,0.0543052,44.8296,44.9824,0.118107,0.117706,0.118107,24.0000,3.6,24.0000,3.6,27.6000
11313,0.0000,0.0000,0.0000,0.0729822,0.0729822,0.0729822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.0000,65.0000,0.0729822,0.0729822,0.0729822,0.0000,0.0000,0.0000,0.0000,0.0000
11315,112.7165,,112.7165,0.0756876,,0.0756876,0.0281791,,0.0281791,9.17884,,9.17884,0.142187,,0.142187,64.5545,,0.0756876,,0.0756876,112.7165,,112.7165,,112.7165
11316,0.0000,0.0000,0.0000,0.102729,0.102729,0.102729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.102729,0.102729,0.102729,0.0000,0.0000,0.0000,0.0000,0.0000
11318,70.5412,294.3884,364.9296,0.0202912,0.0206531,0.0206531,0.0176353,0.0735971,0.0735971,1.54457,6.44593,7.9905,0.0238561,0.101334,0.12519,64.7454,63.6109,0.0202912,0.0206531,0.0206531,70.5412,294.3884,70.5412,294.3884,364.9296
11320,294.3884,70.5412,364.9296,0.0273623,0.0268828,0.0273623,0.0735971,0.0176353,0.0735971,8.53991,2.04633,10.5862,0.134252,0.0316058,0.165858,63.6109,64.7454,0.0273623,0.0268828,0.0273623,294.3884,70.5412,294.3884,70.5412,364.9296
11322,70.5412,294.3884,364.9296,0.13586,0.138283,0.138283,0.0176353,0.0735971,0.0735971,10.3417,43.1588,53.5005,0.159729,0.678481,0.83821,64.7454,63.6109,0.13586,0.138283,0.138283,70.5412,294.3884,70.5412,294.3884,364.9296
11324,70.5412,294.3884,364.9296,0.140491,0.142996,0.142996,0.0176353,0.0735971,0.0735971,10.6942,44.6299,55.3241,0.165173,0.701607,0.86678,64.7454,63.6109,0.140491,0.142996,0.142996,70.5412,294.3884,70.5412,294.3884,364.9296
11326,238.2918,1471.5005,1709.7923,0.0281681,0.0318701,0.0318701,0.0595729,0.367875,0.367875,7.15042,44.1553,51.3057,0.11187,0.781614,0.893484,63.9170,56.4925,0.0281681,0.0318701,0.0318701,238.2918,1471.5005,238.2918,1471.5005,1709.7923
11328,1471.5005,238.2918,1709.7923,0.189585,0.167563,0.189585,0.367875,0.0595729,0.367875,262.6658,42.5356,305.2013,4.64957,0.665482,5.31505,56.4925,63.9170,0.189585,0.167563,0.189585,1471.5005,238.2918,1471.5005,238.2918,1709.7923
11330,39.6000,3.6,43.2000,0.113567,0.112829,0.113567,0.0282857,0.00257143,0.0282857,3.34972,0.30452,3.65424,0.0749543,0.00676976,0.0817241,44.6902,44.9825,0.113567,0.112829,0.113567,39.6000,3.6,39.6000,3.6,43.2000
11332,39.6000,3.6,43.2000,0.253637,0.251989,0.253637,0.0282857,0.00257143,0.0282857,7.48115,0.680105,8.16126,0.1674,0.0151193,0.18252,44.6902,44.9825,0.253637,0.251989,0.253637,39.6000,3.6,39.6000,3.6,43.2000
11334,39.6000,3.6,43.2000,0.294376,0.292463,0.294376,0.0282857,0.00257143,0.0282857,8.68278,0.789343,9.47212,0.194288,0.0175478,0.211836,44.6902,44.9825,0.294376,0.292463,0.294376,39.6000,3.6,39.6000,3.6,43.2000
11336,3.6,39.6000,43.2000,0.247673,0.249292,0.249292,0.00257143,0.0282857,0.0282857,0.668455,7.35301,8.02146,0.0148604,0.164533,0.179393,44.9825,44.6902,0.247673,0.249292,0.249292,3.6,39.6000,3.6,39.6000,43.2000
11338,0.0000,0.0000,0.0000,0.222144,0.222144,0.222144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.222144,0.222144,0.222144,0.0000,0.0000,0.0000,0.0000,0.0000
11340,0.0000,0.0000,0.0000,0.058784,0.058784,0.058784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.058784,0.058784,0.058784,0.0000,0.0000,0.0000,0.0000,0.0000
11342,114.6905,36.6000,151.2905,0.301969,0.29651,0.301969,0.0819218,0.0261429,0.0819218,25.3453,8.0882,33.4335,0.577217,0.180871,0.758088,43.9095,44.7180,0.301969,0.29651,0.301969,114.6905,36.6000,114.6905,36.6000,151.2905
11344,7570.5870,,7570.5870,0.414797,,0.414797,1.14706,,1.14706,2963.4685,,2963.4685,52.3376,,52.3376,56.6221,,0.414797,,0.414797,7570.5870,,7570.5870,,7570.5870
11345,0.0000,,0.0000,0.105236,,0.105236,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.105236,,0.105236,0.0000,,0.0000,,0.0000
11346,99.3412,335.1884,434.5296,0.100621,0.102581,0.102581,0.0248353,0.0837971,0.0837971,10.7650,36.3224,47.0874,0.166598,0.573065,0.739663,64.6168,63.3826,0.100621,0.102581,0.102581,99.3412,335.1884,99.3412,335.1884,434.5296
11348,0.0000,,0.0000,0.03946,,0.03946,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.03946,,0.03946,0.0000,,0.0000,,0.0000
11349,0.0000,,0.0000,0.0302253,,0.0302253,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0302253,,0.0302253,0.0000,,0.0000,,0.0000
11350,0.0000,0.0000,0.0000,0.394924,0.394924,0.394924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.394924,0.394924,0.394924,0.0000,0.0000,0.0000,0.0000,0.0000
11352,99.3412,377.0207,476.3619,0.125389,0.128312,0.128312,0.0248353,0.0942552,0.0942552,13.4147,50.9117,64.3265,0.207604,0.806274,1.01388,64.6168,63.1445,0.125389,0.128312,0.128312,99.3412,377.0207,99.3412,377.0207,476.3619
11354,700.3452,210.8868,911.2320,0.125896,0.108715,0.125896,0.500247,0.150633,0.500247,54.3027,16.3515,70.6542,1.46951,0.38211,1.85162,36.9529,42.7928,0.125896,0.108715,0.125896,700.3452,210.8868,700.3452,210.8868,911.2320
11356,370.3211,1900.8000,2271.1211,0.0244234,0.0286015,0.0286015,0.0925803,0.4752,0.4752,9.52429,48.8867,58.4110,0.150742,0.906095,1.05684,63.1828,53.9531,0.0244234,0.0286015,0.0286015,370.3211,1900.8000,370.3211,1900.8000,2271.1211
11358,99.3412,377.0207,476.3619,0.0880303,0.090083,0.090083,0.0248353,0.0942552,0.0942552,9.41794,35.7431,45.1610,0.145751,0.566052,0.711803,64.6168,63.1445,0.0880303,0.090083,0.090083,99.3412,377.0207,99.3412,377.0207,476.3619
11360,876.6000,,876.6000,0.0552523,,0.0552523,0.132818,,0.132818,69.5661,,69.5661,0.807236,,0.807236,86.1781,,0.0552523,,0.0552523,876.6000,,876.6000,,876.6000
11361,1069.2827,,1069.2827,0.0828594,,0.0828594,0.267321,,0.267321,87.0471,,87.0471,1.47667,,1.47667,58.9483,,0.0828594,,0.0828594,1069.2827,,1069.2827,,1069.2827
11362,99.3412,377.0207,476.3619,0.0584123,0.0597744,0.0597744,0.0248353,0.0942552,0.0942552,6.24926,23.7172,29.9665,0.0967125,0.375603,0.472315,64.6168,63.1445,0.0584123,0.0597744,0.0597744,99.3412,377.0207,99.3412,377.0207,476.3619
11364,793.5854,,793.5854,0.0786087,,0.0786087,0.198396,,0.198396,63.0551,,63.0551,1.03971,,1.03971,60.6467,,0.0786087,,0.0786087,793.5854,,793.5854,,793.5854
11365,793.5854,,793.5854,0.0782981,,0.0782981,0.198396,,0.198396,62.8059,,62.8059,1.0356,,1.0356,60.6467,,0.0782981,,0.0782981,793.5854,,793.5854,,793.5854
11366,793.5854,,793.5854,0.0776797,,0.0776797,0.198396,,0.198396,62.3099,,62.3099,1.02743,,1.02743,60.6467,,0.0776797,,0.0776797,793.5854,,793.5854,,793.5854
11367,53.3230,3,56.3230,0.106406,0.105396,0.106406,0.0380879,0.00214286,0.0380879,4.21369,0.237066,4.45076,0.0945652,0.00526978,0.099835,44.5586,44.9859,0.106406,0.105396,0.106406,53.3230,3,53.3230,3,56.3230
11369,99.3412,377.0207,476.3619,0.0400419,0.0409756,0.0409756,0.0248353,0.0942552,0.0942552,4.28389,16.2583,20.5422,0.0662968,0.257477,0.323774,64.6168,63.1445,0.0400419,0.0409756,0.0409756,99.3412,377.0207,99.3412,377.0207,476.3619
11371,3.6,,3.6,0.0484189,,0.0484189,0.00257143,,0.00257143,0.13068,,0.13068,0.00290513,,0.00290513,44.9825,,0.0484189,,0.0484189,3.6,,3.6,,3.6
11372,0.0000,3.6,3.6,0.611516,0.611755,0.611755,0.0000,0.00257143,0.00257143,0.0000,1.65109,1.65109,0.0000,0.0367053,0.0367053,45.0000,44.9825,0.611516,0.611755,0.611755,0.0000,3.6,0.0000,3.6,3.6
11374,3.6,,3.6,0.123998,,0.123998,0.00257143,,0.00257143,0.334663,,0.334663,0.00743986,,0.00743986,44.9824,,0.123998,,0.123998,3.6,,3.6,,3.6
11375,99.3412,377.0207,476.3619,0.199074,0.203716,0.203716,0.0248353,0.0942552,0.0942552,21.2980,80.8302,102.1282,0.329604,1.28008,1.60969,64.6168,63.1445,0.199074,0.203716,0.203716,99.3412,377.0207,99.3412,377.0207,476.3619
11377,3,0.0000,3,0.0661421,0.0661213,0.0661421,0.00214286,0.0000,0.00214286,0.148773,0.0000,0.148773,0.0033071,0.0000,0.0033071,44.9859,45.0000,0.0661421,0.0661213,0.0661421,3,0.0000,3,0.0000,3
11379,174.0000,285.1165,459.1165,0.186501,0.188233,0.188233,0.0435,0.0712791,0.0712791,34.7516,56.9440,91.6957,0.540852,0.894472,1.43532,64.2535,63.6622,0.186501,0.188233,0.188233,174.0000,285.1165,174.0000,285.1165,459.1165
11381,26.4452,149.8088,176.2541,0.031518,0.0324579,0.0324579,0.0188895,0.107006,0.107006,0.622468,3.5262,4.14867,0.0138917,0.0810414,0.0949331,44.8087,43.5111,0.031518,0.0324579,0.0324579,26.4452,149.8088,26.4452,149.8088,176.2541
11383,407.9082,2189.6090,2597.5172,0.153193,0.184406,0.184406,0.101977,0.547402,0.547402,65.5782,352.0169,417.5951,1.04148,6.72962,7.7711,62.9663,52.3086,0.153193,0.184406,0.184406,407.9082,2189.6090,407.9082,2189.6090,2597.5172
11385,1978.3048,363.1670,2341.4718,0.114294,0.0967269,0.114294,0.494576,0.0907918,0.494576,201.6367,37.0154,238.6522,3.76846,0.585467,4.35393,53.5064,63.2237,0.114294,0.0967269,0.114294,1978.3048,363.1670,1978.3048,363.1670,2341.4718
11387,0.0000,,0.0000,0.03888,,0.03888,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.03888,,0.03888,0.0000,,0.0000,,0.0000
11388,0.0000,,0.0000,0.0416613,,0.0416613,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0416613,,0.0416613,0.0000,,0.0000,,0.0000
11389,0.0000,,0.0000,0.0294573,,0.0294573,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.0294573,,0.0294573,0.0000,,0.0000,,0.0000
11390,174.0000,285.1165,459.1165,0.0380888,0.0384426,0.0384426,0.0435,0.0712791,0.0712791,7.09729,11.6296,18.7269,0.110458,0.182677,0.293135,64.2535,63.6622,0.0380888,0.0384426,0.0384426,174.0000,285.1165,174.0000,285.1165,459.1165
11392,267.1575,,267.1575,0.110204,,0.110204,0.190827,,0.190827,20.6657,,20.6657,0.490699,,0.490699,42.1148,,0.110204,,0.110204,267.1575,,267.1575,,267.1575
11393,0.0000,,0.0000,0.105841,,0.105841,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.105841,,0.105841,0.0000,,0.0000,,0.0000
11394,459.5165,,459.5165,0.0752745,,0.0752745,0.114879,,0.114879,36.1263,,36.1263,0.576498,,0.576498,62.6650,,0.0752745,,0.0752745,459.5165,,459.5165,,459.5165
11395,0.0000,0.0000,0.0000,0.105993,0.105993,0.105993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.105993,0.105993,0.105993,0.0000,0.0000,0.0000,0.0000,0.0000
11397,459.5165,,459.5165,0.0760223,,0.0760223,0.114879,,0.114879,36.4851,,36.4851,0.582225,,0.582225,62.6650,,0.0760223,,0.0760223,459.5165,,459.5165,,459.5165
11398,1177.5402,,1177.5402,0.147849,,0.147849,0.8411,,0.8411,92.8526,,92.8526,2.90163,,2.90163,32.0001,,0.147849,,0.147849,1177.5402,,1177.5402,,1177.5402
11399,0.0000,,0.0000,0.106128,,0.106128,0.0000,,0.0000,0.0000,,0.0000,0.0000,,0.0000,45.0000,,0.106128,,0.106128,0.0000,,0.0000,,0.0000
11400,101.5473,,101.5473,0.215961,,0.215961,0.0725338,,0.0725338,16.1022,,16.1022,0.365504,,0.365504,44.0546,,0.215961,,0.215961,101.5473,,101.5473,,101.5473
11401,3302.3260,970.8839,4273.2099,0.685234,0.53525,0.685234,0.825582,0.242721,0.825582,1754.4532,515.8093,2270.2625,37.7144,8.66109,46.3755,46.5194,59.5548,0.685234,0.53525,0.685234,3302.3260,970.8839,3302.3260,970.8839,4273.2099
11403,174.0000,285.1165,459.1165,0.0859331,0.0867313,0.0867313,0.0435,0.0712791,0.0712791,16.0123,26.2378,42.2502,0.249206,0.412142,0.661348,64.2535,63.6622,0.0859331,0.0867313,0.0867313,174.0000,285.1165,174.0000,285.1165,459.1165
11405,11.4000,48.0000,59.4000,0.164139,0.165315,0.165315,0.00814286,0.0342857,0.0342857,1.40121,5.89982,7.30103,0.0311864,0.132252,0.163438,44.9301,44.6105,0.164139,0.165315,0.165315,11.4000,48.0000,11.4000,48.0000,59.4000
11407,48.0000,11.4000,59.4000,1.01484,1.00762,1.01484,0.0342857,0.00814286,0.0342857,36.2180,8.60178,44.8198,0.811873,0.191448,1.00332,44.6105,44.9301,1.01484,1.00762,1.01484,48.0000,11.4000,48.0000,11.4000,59.4000
11409,285.1165,174.0000,459.1165,0.111033,0.110011,0.111033,0.0712791,0.0435,0.0712791,33.5896,20.4989,54.0885,0.527622,0.319032,0.846655,63.6622,64.2535,0.111033,0.110011,0.111033,285.1165,174.0000,285.1165,174.0000,459.1165
11411,8.4,15.0000,23.4000,0.137271,0.137419,0.137419,0.006,0.0107143,0.0107143,0.863873,1.54263,2.4065,0.0192179,0.0343548,0.0535727,44.9515,44.9029,0.137271,0.137419,0.137419,8.4,15.0000,8.4,15.0000,23.4000
11413,82.8000,,82.8000,0.226597,,0.226597,0.0207,,0.0207,20.2294,,20.2294,0.312704,,0.312704,64.6917,,0.226597,,0.226597,82.8000,,82.8000,,82.8000
11414,520.7605,,520.7605,0.0910067,,0.0910067,0.13019,,0.13019,49.2113,,49.2113,0.789878,,0.789878,62.3025,,0.0910067,,0.0910067,520.7605,,520.7605,,520.7605
11415,174.0000,285.1165,459.1165,0.0966233,0.0975207,0.0975207,0.0435,0.0712791,0.0712791,18.0043,29.5019,47.5062,0.280208,0.463413,0.74362,64.2535,63.6622,0.0966233,0.0975207,0.0975207,174.0000,285.1165,174.0000,285.1165,459.1165
11417,146.8261,,146.8261,0.108101,,0.108101,0.104876,,0.104876,11.5192,,11.5192,0.264534,,0.264534,43.5455,,0.108101,,0.108101,146.8261,,146.8261,,146.8261
11418,91.8000,494.0827,585.8827,0.111843,0.125481,0.125481,0.0655714,0.352916,0.352916,7.5567,40.6714,48.2281,0.171119,1.0333,1.20442,44.1604,39.3605,0.111843,0.125481,0.125481,91.8000,494.0827,91.8000,494.0827,585.8827
11420,509.6827,111.6000,621.2827,0.125724,0.112077,0.125724,0.364059,0.0797143,0.364059,41.8373,9.16069,50.9980,1.06799,0.208463,1.27645,39.1740,43.9439,0.125724,0.112077,0.125724,509.6827,111.6000,509.6827,111.6000,621.2827
11422,111.6000,509.6827,621.2827,0.111011,0.124528,0.124528,0.0797143,0.364059,0.364059,9.07353,41.4392,50.5128,0.20648,1.05783,1.26431,43.9439,39.1740,0.111011,0.124528,0.124528,111.6000,509.6827,111.6000,509.6827,621.2827
11424,0.0000,0.0000,0.0000,0.232223,0.232223,0.232223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.232223,0.232223,0.232223,0.0000,0.0000,0.0000,0.0000,0.0000
11426,39.6000,471.8949,511.4949,0.111251,0.125466,0.125466,0.0282857,0.337068,0.337068,3.28141,39.1031,42.3845,0.0734258,0.98678,1.06021,44.6902,39.6269,0.111251,0.125466,0.125466,39.6000,471.8949,39.6000,471.8949,511.4949
11428,72.0000,0.0000,72.0000,0.226645,0.223471,0.226645,0.0514286,0.0000,0.0514286,12.0674,0.0000,12.0674,0.271974,0.0000,0.271974,44.3698,45.0000,0.226645,0.223471,0.226645,72.0000,0.0000,72.0000,0.0000,72.0000
11430,0.0000,0.0000,0.0000,0.231325,0.231325,0.231325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.231325,0.231325,0.231325,0.0000,0.0000,0.0000,0.0000,0.0000
11432,0.0000,0.0000,0.0000,0.220365,0.220365,0.220365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.220365,0.220365,0.220365,0.0000,0.0000,0.0000,0.0000,0.0000
11434,4.8,39.6000,44.4000,0.036883,0.0371182,0.0371182,0.00342857,0.0282857,0.0282857,0.132706,1.09482,1.22753,0.00295064,0.024498,0.0274486,44.9752,44.6902,0.036883,0.0371182,0.0371182,4.8,39.6000,4.8,39.6000,44.4000
11436,39.6000,4.8,44.4000,0.107896,0.107212,0.107896,0.0282857,0.00342857,0.0282857,3.18245,0.385752,3.56821,0.0712114,0.00857699,0.0797884,44.6902,44.9752,0.107896,0.107212,0.107896,39.6000,4.8,39.6000,4.8,44.4000
11438,55.5413,107.3942,162.9355,0.06313,0.0639139,0.0639139,0.0396724,0.0767102,0.0767102,2.60267,5.03249,7.63516,0.0584387,0.1144,0.172839,44.5367,43.9904,0.06313,0.0639139,0.0639139,55.5413,107.3942,55.5413,107.3942,162.9355
11440,44.3669,90.8729,135.2398,0.0734725,0.0742624,0.0742624,0.0316907,0.0649092,0.0649092,2.42554,4.96802,7.39356,0.0543291,0.112474,0.166803,44.6453,44.1704,0.0734725,0.0742624,0.0742624,44.3669,90.8729,44.3669,90.8729,135.2398
11442,174.0000,285.1165,459.1165,0.208502,0.210439,0.210439,0.0435,0.0712791,0.0712791,38.8512,63.6617,102.5129,0.604656,0.999992,1.60465,64.2535,63.6622,0.208502,0.210439,0.210439,174.0000,285.1165,174.0000,285.1165,459.1165
11444,123.6905,130.6769,254.3674,0.107619,0.107814,0.107814,0.0883503,0.0933407,0.0933407,9.71935,10.2683,19.9877,0.221858,0.234813,0.456671,43.8088,43.7299,0.107619,0.107814,0.107814,123.6905,130.6769,123.6905,130.6769,254.3674
11446,101.2176,55.8000,157.0176,0.00712201,0.00710009,0.00712201,0.0253044,0.01395,0.0253044,0.776238,0.42793,1.20417,0.0120145,0.00660308,0.0186176,64.6082,64.8077,0.00712201,0.00710009,0.00712201,101.2176,55.8000,101.2176,55.8000,157.0176
11448,0.0000,0.0000,0.0000,0.182647,0.182647,0.182647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,45.0000,0.182647,0.182647,0.182647,0.0000,0.0000,0.0000,0.0000,0.0000
11450,461.4918,,461.4918,0.0577539,,0.0577539,0.115373,,0.115373,27.8316,,27.8316,0.444216,,0.444216,62.6534,,0.0577539,,0.0577539,461.4918,,461.4918,,461.4918
11451,4.8,28.1881,32.9881,0.227301,0.228223,0.228223,0.00342857,0.0201343,0.0201343,0.817834,4.80274,5.62058,0.0181841,0.10722,0.125404,44.9752,44.7935,0.227301,0.228223,0.228223,4.8,28.1881,4.8,28.1881,32.9881
11453,161.8088,31.8452,193.6541,0.400592,0.38816,0.400592,0.115578,0.0227466,0.115578,46.8558,9.22158,56.0774,1.08032,0.206018,1.28634,43.3721,44.7611,0.400592,0.38816,0.400592,161.8088,31.8452,161.8088,31.8452,193.6541
11455,31.8452,161.8088,193.6541,0.108488,0.111962,0.111962,0.0227466,0.115578,0.115578,2.57736,13.0958,15.6732,0.0575804,0.301942,0.359522,44.7611,43.3721,0.108488,0.111962,0.111962,31.8452,161.8088,31.8452,161.8088,193.6541
11457,4.8,28.1881,32.9881,0.155092,0.155721,0.155721,0.00342857,0.0201343,0.0201343,0.558024,3.27701,3.83503,0.0124074,0.0731581,0.0855654,44.9752,44.7935,0.155092,0.155721,0.155721,4.8,28.1881,4.8,28.1881,32.9881
11459,14.4000,42.5881,56.9881,0.256602,0.258012,0.258012,0.0102857,0.0304201,0.0304201,2.76561,8.1793,10.9449,0.0615845,0.183137,0.244722,44.9075,44.6622,0.256602,0.258012,0.258012,14.4000,42.5881,14.4000,42.5881,56.9881
11461,121.2000,558.2816,679.4816,0.0315187,0.0357977,0.0357977,0.0865714,0.398773,0.398773,2.79099,12.8561,15.6471,0.0636678,0.333087,0.396755,43.8368,38.5969,0.0315187,0.0357977,0.0357977,121.2000,558.2816,121.2000,558.2816,679.4816
